"Deployment ID","deployment","Site Number","OG Alternate","Quadrant","Organization","Year","Location","Public Latitude","Public Longitude","Start date","Start time","End date","End time","Camera Make and Model","Unit ID","Lure","Attractant_water","Attractant_linear features","Attractant_open areas"
"ABMI-1320-SW-VNA","ABMI-1320-SW",1320,,"SW","ABMI",2018,"Nordegg",52.38,-116.70,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1323-NE-2018-01-29","ABMI-1323-NE",1323,,"NE","ABMI",2018,"Nordegg",52.33,-115.82,2018-1-29 0:00:00,1899-12-30 14:11:13,2018-7-24 0:00:00,1899-12-30 12:54:15,"RECONYX_PC900",292,"Yes","None","None","Clearcut"
"ABMI-1323-NW-2018-01-29","ABMI-1323-NW",1323,,"NW","ABMI",2018,"Nordegg",52.33,-115.82,2018-1-29 0:00:00,1899-12-30 12:23:25,2018-7-24 0:00:00,1899-12-30 13:28:55,"RECONYX_PC900",639,"No","None","None","Clearcut"
"ABMI-1323-SE-2018-01-29","ABMI-1323-SE",1323,,"SE","ABMI",2018,"Nordegg",52.33,-115.82,2018-1-29 0:00:00,1899-12-30 15:10:32,2018-7-24 0:00:00,1899-12-30 15:03:35,"RECONYX_PC900",387,"No","None","None","Other Natural Funnel"
"ABMI-1323-SW-2018-01-29","ABMI-1323-SW",1323,,"SW","ABMI",2018,"Nordegg",52.33,-115.82,2018-1-29 0:00:00,1899-12-30 11:21:07,2018-7-24 0:00:00,1899-12-30 14:18:14,"RECONYX_PC900",57,"Yes","None","None","Clearcut"
"ABMI-1324-NE-2018-01-30","ABMI-1324-NE",1324,,"NE","ABMI",2018,"Nordegg",52.28,-115.56,2018-1-30 0:00:00,1899-12-30 12:56:55,2018-7-10 0:00:00,1899-12-30 13:11:26,"RECONYX_PC900",969,"Yes","None","None","Other Natural Funnel"
"ABMI-1324-NW-2018-01-30","ABMI-1324-NW",1324,,"NW","ABMI",2018,"Nordegg",52.28,-115.56,2018-1-30 0:00:00,1899-12-30 11:00:00,2018-7-10 0:00:00,1899-12-30 15:32:16,"RECONYX_PC900",29,"No","None","None","Other Natural Funnel"
"ABMI-1324-SE-2018-01-30","ABMI-1324-SE",1324,,"SE","ABMI",2018,"Nordegg",52.28,-115.56,2018-1-30 0:00:00,1899-12-30 14:07:20,2018-7-10 0:00:00,1899-12-30 13:43:52,"RECONYX_PC900",1043,"No","None","None","Other Natural Funnel"
"ABMI-1324-SW-2018-01-30","ABMI-1324-SW",1324,,"SW","ABMI",2018,"Nordegg",52.28,-115.56,2018-1-30 0:00:00,1899-12-30 14:58:52,2018-7-10 0:00:00,1899-12-30 16:22:31,"RECONYX_PC900",683,"Yes","None","Game Trail","Other Natural Funnel"
"ABMI-1325-NE-2018-01-31","ABMI-1325-NE",1325,,"NE","ABMI",2018,"Rocky Mountain House",52.27,-115.23,2018-1-31 0:00:00,1899-12-30 12:59:58,2018-7-11 0:00:00,1899-12-30 13:53:26,"RECONYX_PC900",540,"Yes","None","None","Other Natural Funnel"
"ABMI-1325-NW-2018-01-31","ABMI-1325-NW",1325,,"NW","ABMI",2018,"Rocky Mountain House",52.27,-115.23,2018-1-31 0:00:00,1899-12-30 10:03:01,2018-7-11 0:00:00,1899-12-30 11:40:33,"RECONYX_PC900",68,"No","None","Game Trail","Other Natural Funnel"
"ABMI-1325-SE-2018-01-31","ABMI-1325-SE",1325,,"SE","ABMI",2018,"Rocky Mountain House",52.27,-115.23,2018-1-31 0:00:00,1899-12-30 11:43:36,2018-7-11 0:00:00,1899-12-30 13:06:40,"RECONYX_PC900",522,"No","None","None","Other Natural Funnel"
"ABMI-1325-SW-2018-01-31","ABMI-1325-SW",1325,,"SW","ABMI",2018,"Rocky Mountain House",52.27,-115.23,2018-1-31 0:00:00,1899-12-30 11:08:21,2018-7-11 0:00:00,1899-12-30 12:20:28,"RECONYX_PC900",59,"Yes","None","Transmission Line","None"
"ABMI-W1338-CCL-2018-02-26","ABMI-W1338-CCL",1338,,"CCL","ABMI",2018,"Coronation",51.82,-111.51,2018-2-26 0:00:00,1899-12-30 12:46:47,2018-7-24 0:00:00,1899-12-30 8:55:20,"RECONYX_PC900",490,"No","Wet Margin Wetland","Game Trail","Pasture"
"ABMI-1338-NE-2018-01-11","ABMI-1338-NE",1338,,"NE","ABMI",2018,"Coronation",51.82,-111.51,2018-1-11 0:00:00,1899-12-30 16:15:37,2018-7-6 0:00:00,1899-12-30 10:21:29,"RECONYX_PC900",471,"Yes","None","None","Agriculture Field"
"ABMI-1338-SW-2018-01-11","ABMI-1338-SW",1338,,"SW","ABMI",2018,"Coronation",51.82,-111.51,2018-1-11 0:00:00,1899-12-30 14:42:32,2018-7-6 0:00:00,1899-12-30 9:23:34,"RECONYX_PC900",979,"No","Marsh","None","Agriculture Field"
"ABMI-W1339-CCL-2018-02-26","ABMI-W1339-CCL",1339,,"CCL","ABMI",2018,"Veteran",51.80,-111.27,2018-2-26 0:00:00,1899-12-30 14:31:39,2018-7-25 0:00:00,1899-12-30 9:45:00,"RECONYX_PC900",992,"No","Wet Margin Wetland","Game Trail","Pasture"
"ABMI-1339-NE-2018-01-21","ABMI-1339-NE",1339,,"NE","ABMI",2018,"Veteran",51.80,-111.27,2018-1-21 0:00:00,1899-12-30 11:11:12,2018-7-6 0:00:00,1899-12-30 13:09:28,"RECONYX_PC900",594,"Yes","None","None","Agriculture Field"
"ABMI-1339-SW-2018-01-21","ABMI-1339-SW",1339,,"SW","ABMI",2018,"Veteran",51.80,-111.27,2018-1-21 0:00:00,1899-12-30 12:19:22,2018-7-6 0:00:00,1899-12-30 12:20:50,"RECONYX_PC900",775,"No","None","None","Pasture"
"ABMI-W1340-CCL-2018-02-26","ABMI-W1340-CCL",1340,,"CCL","ABMI",2018,"Veteran",51.77,-110.95,2018-2-26 0:00:00,1899-12-30 15:45:42,2018-4-22 0:00:00,1899-12-30 21:36:59,"RECONYX_PC900",108,"No","None","Truck/Quad Trail","Pasture"
"ABMI-1340-NE-2018-01-11","ABMI-1340-NE",1340,,"NE","ABMI",2018,"Veteran",51.77,-110.95,2018-1-11 0:00:00,1899-12-30 12:06:35,2018-7-7 0:00:00,1899-12-30 10:15:03,"RECONYX_PC900",220,"Yes","None","None","Pasture"
"ABMI-1340-SW-2018-01-11","ABMI-1340-SW",1340,,"SW","ABMI",2018,"Veteran",51.77,-110.95,2018-1-11 0:00:00,1899-12-30 9:47:19,2018-7-7 0:00:00,1899-12-30 11:11:45,"RECONYX_PC900",397,"No","None","None","Pasture"
"ABMI-1346-NE-2017-10-15","ABMI-1346-NE",1346,,"NE","ABMI",2018,"Nordegg",52.22,-117.02,2017-10-15 0:00:00,1899-12-30 14:23:08,2018-7-18 0:00:00,1899-12-30 16:13:55,"RECONYX_PC900",516,"Yes","Stream","None","None"
"ABMI-1346-NW-2017-10-15","ABMI-1346-NW",1346,,"NW","ABMI",2018,"Nordegg",52.22,-117.02,2017-10-15 0:00:00,1899-12-30 13:24:41,2018-7-18 0:00:00,1899-12-30 16:40:16,"RECONYX_PC900",51,"No","Stream","None","Ravine Edge"
"ABMI-1346-SE-2017-10-15","ABMI-1346-SE",1346,,"SE","ABMI",2018,"Nordegg",52.22,-117.02,2017-10-15 0:00:00,1899-12-30 15:18:54,2018-7-18 0:00:00,1899-12-30 16:17:06,"RECONYX_PC900",932,"No","None","None","None"
"ABMI-1346-SW-2017-10-15","ABMI-1346-SW",1346,,"SW","ABMI",2018,"Nordegg",52.22,-117.02,2017-10-15 0:00:00,1899-12-30 15:47:47,2018-7-18 0:00:00,1899-12-30 16:11:44,"RECONYX_PC900",239,"Yes","None","None","None"
"ABMI-W1360-CCL-2018-02-21","ABMI-W1360-CCL",1360,,"CCL","ABMI",2018,"Trochu",51.83,-112.96,2018-2-21 0:00:00,1899-12-30 12:42:20,2018-6-3 0:00:00,1899-12-30 10:53:44,"RECONYX_PC900",463,"No","Wet Margin Lake","None","None"
"ABMI-1360-NE-2018-01-12","ABMI-1360-NE",1360,,"NE","ABMI",2018,"Trochu",51.83,-112.96,2018-1-12 0:00:00,1899-12-30 14:00:09,2018-6-18 0:00:00,1899-12-30 16:01:20,"RECONYX_PC900",944,"Yes","None","Game Trail","Ravine Edge"
"ABMI-1360-SW-2018-01-12","ABMI-1360-SW",1360,,"SW","ABMI",2018,"Trochu",51.83,-112.96,2018-1-12 0:00:00,1899-12-30 11:19:12,2018-6-18 0:00:00,1899-12-30 14:05:37,"RECONYX_PC900",413,"No","None","None","Ravine Edge"
"ABMI-W1361-CCL-2018-02-21","ABMI-W1361-CCL",1361,,"CCL","ABMI",2018,"Morrin",51.82,-112.77,2018-2-21 0:00:00,1899-12-30 11:06:24,2018-7-3 0:00:00,1899-12-30 11:44:52,"RECONYX_PC900",140,"No","Marsh","None","Pasture"
"ABMI-1361-NE-2017-12-21","ABMI-1361-NE",1361,,"NE","ABMI",2018,"Morrin",51.82,-112.77,2017-12-21 0:00:00,1899-12-30 14:10:37,2018-6-18 0:00:00,1899-12-30 10:15:23,"RECONYX_PC900",710,"Yes","None","None","Pasture"
"ABMI-1361-SW-2017-12-21","ABMI-1361-SW",1361,,"SW","ABMI",2018,"Morrin",51.82,-112.77,2017-12-21 0:00:00,1899-12-30 13:04:13,2018-6-18 0:00:00,1899-12-30 12:05:04,"RECONYX_PC900",753,"No","None","None","Pasture"
"ABMI-W1384-CCL-2018-02-22","ABMI-W1384-CCL",1384,,"CCL","ABMI",2018,"Three Hills",51.67,-113.33,2018-2-22 0:00:00,1899-12-30 11:43:44,2018-5-20 0:00:00,1899-12-30 23:15:34,"RECONYX_PC900",18,"No","Lake","DNC","Pasture"
"ABMI-1384-NE-2017-12-21","ABMI-1384-NE",1384,,"NE","ABMI",2018,"Three Hills",51.67,-113.33,2017-12-21 0:00:00,1899-12-30 10:40:25,2018-6-19 0:00:00,1899-12-30 9:39:33,"RECONYX_PC900",827,"Yes","Water","None","Agriculture Field"
"ABMI-1384-SW-2017-12-21","ABMI-1384-SW",1384,,"SW","ABMI",2018,"Three Hills",51.67,-113.33,2017-12-21 0:00:00,1899-12-30 10:32:13,2018-6-19 0:00:00,1899-12-30 8:54:05,"RECONYX_PC900",552,"VNA","None","None","Agriculture Field"
"ABMI-W1385-CCL-2018-02-21","ABMI-W1385-CCL",1385,,"CCL","ABMI",2018,"Three Hills",51.66,-113.02,2018-2-21 0:00:00,1899-12-30 14:11:39,2018-6-21 0:00:00,1899-12-30 18:56:43,"RECONYX_PC900",1035,"No","Lake","None","Pasture"
"ABMI-1385-NE-2018-01-13","ABMI-1385-NE",1385,,"NE","ABMI",2018,"Three Hills",51.66,-113.02,2018-1-13 0:00:00,1899-12-30 9:44:27,2018-6-19 0:00:00,1899-12-30 11:41:54,"RECONYX_PC900",939,"Yes","None","Gravel Road","Agriculture Field"
"ABMI-1385-SW-2018-01-12","ABMI-1385-SW",1385,,"SW","ABMI",2018,"Three Hills",51.66,-113.02,2018-1-12 0:00:00,1899-12-30 17:31:36,2018-6-19 0:00:00,1899-12-30 12:50:26,"RECONYX_PC900",351,"No","None","None","Agriculture Field"
"ABMI-W1408-CCL-2018-02-22","ABMI-W1408-CCL",1408,,"CCL","ABMI",2018,"Acme",51.50,-113.40,2018-2-22 0:00:00,1899-12-30 13:09:02,2018-7-5 0:00:00,1899-12-30 9:23:56,"RECONYX_PC900",991,"No","Lake","Game Trail","Pasture"
"ABMI-1408-NE-2018-01-13","ABMI-1408-NE",1408,,"NE","ABMI",2018,"Acme",51.50,-113.40,2018-1-13 0:00:00,1899-12-30 18:09:52,2018-6-20 0:00:00,1899-12-30 10:40:14,"RECONYX_PC900",320,"Yes","None","None","Pasture"
"ABMI-1408-SW-2018-01-13","ABMI-1408-SW",1408,,"SW","ABMI",2018,"Acme",51.50,-113.40,2018-1-13 0:00:00,1899-12-30 16:43:09,2018-6-20 0:00:00,1899-12-30 11:53:52,"RECONYX_PC900",276,"No","None","None","Pasture"
"ABMI-1409-NE-2018-01-13","ABMI-1409-NE",1409,,"NE","ABMI",2018,"Carbon",51.48,-113.12,2018-1-13 0:00:00,1899-12-30 13:55:26,2018-6-20 0:00:00,1899-12-30 16:19:52,"RECONYX_PC900",24,"Yes","None","Fence","Pasture"
"ABMI-1409-SW-2018-01-13","ABMI-1409-SW",1409,,"SW","ABMI",2018,"Carbon",51.48,-113.12,2018-1-13 0:00:00,1899-12-30 12:00:34,2018-6-20 0:00:00,1899-12-30 14:25:12,"RECONYX_PC900",225,"No","None","None","Pasture"
"ABMI-W1410-CCL-2018-02-22","ABMI-W1410-CCL",1410,,"CCL","ABMI",2018,"Munson",51.47,-112.80,2018-2-22 0:00:00,1899-12-30 14:57:14,2018-7-5 0:00:00,1899-12-30 12:02:56,"RECONYX_PC900",623,"No","Lake","None","Agriculture Field"
"ABMI-1410-NE-2017-12-21","ABMI-1410-NE",1410,,"NE","ABMI",2018,"Munson",51.47,-112.80,2017-12-21 0:00:00,1899-12-30 15:26:21,2018-5-16 0:00:00,1899-12-30 17:26:40,"RECONYX_PC900",9,"Yes","None","Truck/Quad Trail","Other Natural Funnel"
"ABMI-1410-SW-2017-12-21","ABMI-1410-SW",1410,,"SW","ABMI",2018,"Munson",51.47,-112.80,2017-12-21 0:00:00,1899-12-30 14:23:55,2018-6-21 0:00:00,1899-12-30 9:16:27,"RECONYX_PC900",95,"VNA","None","None","Agriculture Field"
"ABMI-1422-NE-VNA","ABMI-1422-NE",1422,,"NE","ABMI",2018,"Banff",51.60,-116.02,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1422-NW-2017-10-27","ABMI-1422-NW",1422,,"NW","ABMI",2018,"Banff",51.60,-116.02,2017-10-27 0:00:00,1899-12-30 10:38:03,2018-7-23 0:00:00,1899-12-30 12:59:22,"RECONYX_PC900",900,"No","None","None","None"
"ABMI-1422-SE-2017-10-27","ABMI-1422-SE",1422,,"SE","ABMI",2018,"Banff",51.60,-116.02,2017-10-27 0:00:00,1899-12-30 10:32:12,2018-7-23 0:00:00,1899-12-30 14:24:52,"RECONYX_PC900",352,"VNA","None","None","None"
"ABMI-1422-SW-2017-10-27","ABMI-1422-SW",1422,,"SW","ABMI",2018,"Banff",51.60,-116.02,2017-10-27 0:00:00,1899-12-30 11:41:04,2018-7-23 0:00:00,1899-12-30 13:40:43,"RECONYX_PC900",526,"Yes","None","None","None"
"ABMI-1423-NE-2017-10-25","ABMI-1423-NE",1423,,"NE","ABMI",2018,"Banff",51.59,-115.68,2017-10-25 0:00:00,1899-12-30 10:02:09,2018-7-22 0:00:00,1899-12-30 10:54:02,"RECONYX_PC900",656,"Yes","None","None","None"
"ABMI-1423-NW-VNA","ABMI-1423-NW",1423,,"NW","ABMI",2018,"Banff",51.59,-115.68,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1423-SE-2017-10-25","ABMI-1423-SE",1423,,"SE","ABMI",2018,"Banff",51.59,-115.68,2017-10-25 0:00:00,1899-12-30 11:08:25,2018-7-22 0:00:00,1899-12-30 12:24:25,"RECONYX_PC900",910,"VNA","None","None","None"
"ABMI-1423-SW-2017-10-25","ABMI-1423-SW",1423,,"SW","ABMI",2018,"Banff",51.59,-115.68,2017-10-25 0:00:00,1899-12-30 10:18:57,2018-7-22 0:00:00,1899-12-30 8:46:23,"RECONYX_PC900",215,"Yes","None","None","None"
"ABMI-W1431-CL-2018-02-20","ABMI-W1431-CL",1431,,"CL","ABMI",2018,"Beiseker",51.36,-113.43,2018-2-20 0:00:00,1899-12-30 13:40:47,2018-7-3 0:00:00,1899-12-30 9:56:56,"RECONYX_PC900",631,"No","Lake","Game Trail","Pasture"
"ABMI-1431-NE-2018-02-06","ABMI-1431-NE",1431,,"NE","ABMI",2018,"Beiseker",51.36,-113.43,2018-2-6 0:00:00,1899-12-30 12:03:54,2018-6-22 0:00:00,1899-12-30 10:51:51,"RECONYX_PC900",747,"Yes","Marsh","None","Agriculture Field"
"ABMI-1431-SW-2018-02-06","ABMI-1431-SW",1431,,"SW","ABMI",2018,"Beiseker",51.36,-113.43,2018-2-6 0:00:00,1899-12-30 10:50:14,2018-6-22 0:00:00,1899-12-30 12:24:27,"RECONYX_PC900",477,"No","River","None","Agriculture Field"
"ABMI-W1432-CCL-2018-02-20","ABMI-W1432-CCL",1432,,"CCL","ABMI",2018,"Rockyford",51.28,-113.16,2018-2-20 0:00:00,1899-12-30 15:28:27,2018-6-27 0:00:00,1899-12-30 14:10:39,"RECONYX_PC900",254,"No","Lake","None","Agriculture Field"
"ABMI-1432-NE-2018-01-24","ABMI-1432-NE",1432,,"NE","ABMI",2018,"Rockyford",51.28,-113.16,2018-1-24 0:00:00,1899-12-30 14:28:27,2018-6-22 0:00:00,1899-12-30 15:29:39,"RECONYX_PC900",231,"Yes","None","Fence","Pasture"
"ABMI-1432-SW-2018-01-24","ABMI-1432-SW",1432,,"SW","ABMI",2018,"Rockyford",51.28,-113.16,2018-1-24 0:00:00,1899-12-30 15:39:45,2018-6-22 0:00:00,1899-12-30 13:52:42,"RECONYX_PC900",16,"No","None","None","Pasture"
"ABMI-W1433-CCL-2018-02-20","ABMI-W1433-CCL",1433,,"CCL","ABMI",2018,"Rosebud",51.31,-112.89,2018-2-20 0:00:00,1899-12-30 17:17:10,2018-7-7 0:00:00,1899-12-30 13:35:53,"RECONYX_PC900",822,"No","Lake","None","Agriculture Field"
"ABMI-1433-NE-2018-02-06","ABMI-1433-NE",1433,,"NE","ABMI",2018,"Rosebud",51.31,-112.89,2018-2-6 0:00:00,1899-12-30 16:58:35,2018-6-23 0:00:00,1899-12-30 13:27:42,"RECONYX_PC900",492,"Yes","Swamp","None","Agriculture Field"
"ABMI-1433-SW-2018-02-06","ABMI-1433-SW",1433,,"SW","ABMI",2018,"Rosebud",51.31,-112.89,2018-2-6 0:00:00,1899-12-30 15:58:13,2018-6-23 0:00:00,1899-12-30 12:28:55,"RECONYX_PC900",786,"No","Marsh","Fence","Agriculture Field"
"ABMI-W1440-CL-2018-02-21","ABMI-W1440-CL",1440,,"CL","ABMI",2018,"Jenner",51.00,-110.86,2018-2-21 0:00:00,1899-12-30 15:54:51,2018-6-18 0:00:00,1899-12-30 12:51:05,"RECONYX_PC900",386,"No","Wet Margin Wetland","None","Pasture"
"ABMI-1440-NE-2018-02-21","ABMI-1440-NE",1440,,"NE","ABMI",2018,"Jenner",51.00,-110.86,2018-2-21 0:00:00,1899-12-30 12:41:36,2018-7-2 0:00:00,1899-12-30 8:06:19,"RECONYX_PC900",654,"Yes","None","None","Pasture"
"ABMI-1440-SW-2018-02-21","ABMI-1440-SW",1440,,"SW","ABMI",2018,"Jenner",51.00,-110.86,2018-2-21 0:00:00,1899-12-30 11:50:58,2018-7-21 0:00:00,1899-12-30 10:28:56,"RECONYX_PC900",1047,"No","None","Game Trail","Pasture"
"ABMI-W1441-CCL-2018-02-22","ABMI-W1441-CCL",1441,,"CCL","ABMI",2018,"Acadia Valley",50.96,-110.58,2018-2-22 0:00:00,1899-12-30 15:43:35,2018-6-19 0:00:00,1899-12-30 10:43:22,"RECONYX_PC900",996,"No","Alkali","Game Trail","Pasture"
"ABMI-1441-NE-2018-02-22","ABMI-1441-NE",1441,,"NE","ABMI",2018,"Acadia Valley",50.96,-110.58,2018-2-22 0:00:00,1899-12-30 12:57:17,2018-7-21 0:00:00,1899-12-30 13:38:05,"RECONYX_PC900",493,"Yes","None","Game Trail","Pasture"
"ABMI-1441-SW-2018-02-22","ABMI-1441-SW",1441,,"SW","ABMI",2018,"Acadia Valley",50.96,-110.58,2018-2-22 0:00:00,1899-12-30 11:57:42,2018-7-21 0:00:00,1899-12-30 14:10:35,"RECONYX_PC900",1004,"No","None","None","Pasture"
"ABMI-W1442-CCL-2018-02-23","ABMI-W1442-CCL",1442,,"CCL","ABMI",2018,"Acadia Valley",50.96,-110.35,2018-2-23 0:00:00,1899-12-30 15:17:00,2018-6-20 0:00:00,1899-12-30 15:46:03,"RECONYX_PC900",367,"No","Lake","Game Trail","Pasture"
"ABMI-1442-NE-2018-02-24","ABMI-1442-NE",1442,,"NE","ABMI",2018,"Acadia Valley",50.96,-110.35,2018-2-24 0:00:00,1899-12-30 1:08:50,2018-7-20 0:00:00,1899-12-30 23:24:51,"RECONYX_PC900",287,"Yes","None","None","Pasture"
"ABMI-1442-SW-2018-02-23","ABMI-1442-SW",1442,,"SW","ABMI",2018,"Acadia Valley",50.96,-110.35,2018-2-23 0:00:00,1899-12-30 11:21:49,2018-7-20 0:00:00,1899-12-30 10:29:16,"RECONYX_PC900",81,"No","None","Game Trail","Pasture"
"ABMI-1444-NE-2017-10-27","ABMI-1444-NE",1444,,"NE","ABMI",2018,"Banff",51.40,-116.07,2017-10-27 0:00:00,1899-12-30 14:05:10,2018-7-18 0:00:00,1899-12-30 8:13:40,"RECONYX_PC900",396,"Yes","None","None","None"
"ABMI-1444-NW-2017-10-27","ABMI-1444-NW",1444,,"NW","ABMI",2018,"Banff",51.40,-116.07,2017-10-27 0:00:00,1899-12-30 13:33:28,2018-7-18 0:00:00,1899-12-30 14:50:34,"RECONYX_PC900",175,"VNA","Stream","None","Ravine Edge"
"ABMI-1444-SE-2017-10-27","ABMI-1444-SE",1444,,"SE","ABMI",2018,"Banff",51.40,-116.07,2017-10-27 0:00:00,1899-12-30 15:04:45,2018-7-18 0:00:00,1899-12-30 8:50:02,"RECONYX_PC900",302,"No","None","None","None"
"ABMI-1444-SW-2017-10-27","ABMI-1444-SW",1444,,"SW","ABMI",2018,"Banff",51.40,-116.07,2017-10-27 0:00:00,1899-12-30 14:28:40,2018-7-18 0:00:00,1899-12-30 13:24:10,"RECONYX_PC900",907,"Yes","River","None","None"
"ABMI-1445-NE-2017-10-25","ABMI-1445-NE",1445,,"NE","ABMI",2018,"Banff",51.42,-115.76,2017-10-25 0:00:00,1899-12-30 13:13:06,2018-7-24 0:00:00,1899-12-30 10:06:47,"RECONYX_PC900",420,"Yes","None","None","None"
"ABMI-1445-NW-2017-10-25","ABMI-1445-NW",1445,,"NW","ABMI",2018,"Banff",51.42,-115.76,2017-10-25 0:00:00,1899-12-30 13:52:32,2018-7-24 0:00:00,1899-12-30 12:08:40,"RECONYX_PC900",359,"No","None","None","None"
"ABMI-1445-SE-VNA","ABMI-1445-SE",1445,,"SE","ABMI",2018,"Banff",51.42,-115.76,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1445-SW-2017-10-25","ABMI-1445-SW",1445,,"SW","ABMI",2018,"Banff",51.42,-115.76,2017-10-25 0:00:00,1899-12-30 12:47:23,2018-7-24 0:00:00,1899-12-30 11:54:59,"RECONYX_PC900",682,"Yes","None","None","None"
"ABMI-1446-NE-2017-10-26","ABMI-1446-NE",1446,,"NE","ABMI",2018,"Banff",51.39,-115.44,2017-10-26 0:00:00,1899-12-30 13:32:31,2018-7-23 0:00:00,1899-12-30 12:42:13,"RECONYX_PC900",637,"Yes","None","None","None"
"ABMI-1446-NW-2017-10-26","ABMI-1446-NW",1446,,"NW","ABMI",2018,"Banff",51.39,-115.44,2017-10-26 0:00:00,1899-12-30 13:31:10,2018-7-23 0:00:00,1899-12-30 9:09:51,"RECONYX_PC900",896,"No","None","None","None"
"ABMI-1446-SE-2017-10-26","ABMI-1446-SE",1446,,"SE","ABMI",2018,"Banff",51.39,-115.44,2017-10-26 0:00:00,1899-12-30 14:34:42,2018-7-23 0:00:00,1899-12-30 11:42:42,"RECONYX_PC900",563,"No","None","Game Trail","None"
"ABMI-1446-SW-2017-10-26","ABMI-1446-SW",1446,,"SW","ABMI",2018,"Banff",51.39,-115.44,2017-10-26 0:00:00,1899-12-30 14:44:21,2018-6-11 0:00:00,1899-12-30 15:00:00,"RECONYX_PC900",544,"Yes","None","None","Other Natural Funnel"
"ABMI-1449-NE-2018-03-05","ABMI-1449-NE",1449,,"NE","ABMI",2018,"Cochrane",51.28,-114.57,2018-3-5 0:00:00,1899-12-30 16:08:45,2018-7-8 0:00:00,1899-12-30 15:17:30,"RECONYX_PC900",636,"Yes","None","Fence","Pasture"
"ABMI-1449-NW-2018-03-05","ABMI-1449-NW",1449,,"NW","ABMI",2018,"Cochrane",51.28,-114.57,2018-3-5 0:00:00,1899-12-30 15:17:57,2018-7-8 0:00:00,1899-12-30 17:01:35,"RECONYX_PC900",1039,"No","None","Gravel Road","Pasture"
"ABMI-1449-SE-2018-03-05","ABMI-1449-SE",1449,,"SE","ABMI",2018,"Cochrane",51.28,-114.57,2018-3-5 0:00:00,1899-12-30 13:34:55,2018-7-8 0:00:00,1899-12-30 15:57:31,"RECONYX_PC900",238,"Yes","None","Fence","Pasture"
"ABMI-1449-SW-VNA","ABMI-1449-SW",1449,,"SW","ABMI",2018,"Cochrane",51.28,-114.57,,,,,"RECONYX_PC900",338,"No","None","Fence","Pasture"
"ABMI-W1453-CCL-2018-02-20","ABMI-W1453-CCL",1453,,"CCL","ABMI",2018,"Strathmore",51.14,-113.50,2018-2-20 0:00:00,1899-12-30 12:04:56,2018-7-7 0:00:00,1899-12-30 9:57:41,"RECONYX_PC900",642,"No","Lake","Game Trail","Pasture"
"ABMI-1453-NE-2018-02-07","ABMI-1453-NE",1453,,"NE","ABMI",2018,"Strathmore",51.14,-113.50,2018-2-7 0:00:00,1899-12-30 9:57:51,2018-2-10 0:00:00,1899-12-30 15:00:00,"RECONYX_PC900",976,"Yes","None","None","Agriculture Field"
"ABMI-1453-SW-2018-02-07","ABMI-1453-SW",1453,,"SW","ABMI",2018,"Strathmore",51.14,-113.50,2018-2-7 0:00:00,1899-12-30 11:23:44,2018-6-24 0:00:00,1899-12-30 10:08:09,"RECONYX_PC900",195,"No","None","None","Agriculture Field"
"ABMI-W1454-CCL-VNA","ABMI-W1454-CCL",1454,,"CCL","ABMI",2018,"Rockyford",51.16,-113.24,,,,,"RECONYX_PC900",1007,"No","Lake","None","Pasture"
"ABMI-1454-NE-2018-03-27","ABMI-1454-NE",1454,,"NE","ABMI",2018,"Rockyford",51.16,-113.24,2018-3-27 0:00:00,1899-12-30 17:28:40,2018-6-24 0:00:00,1899-12-30 13:26:06,"RECONYX_PC900",1025,"Yes","Stream","None","Pasture"
"ABMI-1454-SW-2018-03-27","ABMI-1454-SW",1454,,"SW","ABMI",2018,"Rockyford",51.16,-113.24,2018-3-27 0:00:00,1899-12-30 16:25:30,2018-6-24 0:00:00,1899-12-30 12:35:54,"RECONYX_PC900",483,"No","None","None","Agriculture Field"
"ABMI-W1455-CL-2018-03-28","ABMI-W1455-CL",1455,,"CL","ABMI",2018,"Standard",51.08,-112.90,2018-3-28 0:00:00,1899-12-30 9:10:43,2018-7-8 0:00:00,1899-12-30 9:19:23,"RECONYX_PC900",341,"No","Lake","None","Pasture"
"ABMI-W1462-CL-2018-02-24","ABMI-W1462-CL",1462,,"CL","ABMI",2018,"Jenner",50.83,-110.99,2018-2-24 0:00:00,1899-12-30 14:00:53,2018-6-11 0:00:00,1899-12-30 23:00:00,"RECONYX_PC900",169,"No","Water","DNC","DNC"
"ABMI-1462-NE-2018-02-24","ABMI-1462-NE",1462,,"NE","ABMI",2018,"Jenner",50.83,-110.99,2018-2-24 0:00:00,1899-12-30 11:44:07,2018-7-16 0:00:00,1899-12-30 5:52:29,"RECONYX_PC900",1044,"Yes","None","None","Pasture"
"ABMI-1462-SW-2018-02-24","ABMI-1462-SW",1462,,"SW","ABMI",2018,"Jenner",50.83,-110.99,2018-2-24 0:00:00,1899-12-30 10:17:21,2018-7-19 0:00:00,1899-12-30 9:51:14,"RECONYX_PC900",2,"No","None","None","Pasture"
